name N S Var Evar ESimp EQ O ENee EPielou EHeip BP SimpDom Nmax McN skew logmodskew chao1 ace jknife1 jknife2 margalef menhinick preston_a preston_S
945.P10.D2.lane3.NoIndex.L003 11636 272 12340.593227696985 0.22889749806281323 0.1296 0.11560310910718896 0.342898813014 -0.020023089032861527 0.7491014337027179 0.24221632554844608 0.0784633894809 0.971623475396 913 14.8934341698 172.632048526 0.7701094494758621 276.913043587 283.643472965 295 267 28.94724214840206 2.521546885090416 0.44027309152775074 436.8682736231374
2192.H07b.Kitchen.Floor.4178.lane6.NoIndex.L006 22769 1081 23249.390483777024 0.39902288400698593 0.0187 0.16720331798685106 0.333951305736 -0.0034408013353913946 0.6838352816304275 0.10902864606579596 0.194035750362 0.95064125676 4418 24.717818086 405.415689657 1.3884579590740873 1096.71893517 1114.24511928 1164 1031 107.64310668925253 7.163969288797763 0.32756019113938645 276.35833565227426
1674.McG.F110714Jr5R1 12804 1643 303.90355718684 0.5194195279028815 0.1666 0.1981043644215673 0.519992611104 -0.0018923642556475354 0.8823537352717841 0.4181427632049194 0.0239768822243 0.996347546812 307 4.03780068729 103.576514089 0.9625800229894672 1670.35164004 1711.5950548 1801 1506 173.6185842062979 14.519936955687028 0.584846332785414 1038.9460599080885
2382.SH004.C1.RH.2.8.r1.leav.6.11.lane8.NoIndex.L008.sequences 83116 38 176507168.57752487 0.12784836326500892 0.0271 0.09954973300610281 0.0405970349619 -0.1669153414755432 0.029744420828391474 0.0030883305418339256 0.985718754512 0.0283294760354 81929 98.928004235 574.270374624 0.8399887472140748 38.0571435447 38.9195812028 40 25 3.266245099947116 0.13180785102342882 0.21973719672028436 201.05092533275032
1288.TBE10Oct08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence 5399 204 5529.974186226215 0.2851783360653066 0.1129 0.1350531607960519 0.335043889754 -0.02275940705878187 0.7184531156643189 0.21990942654104087 0.0972402296722 0.956586357204 525 18.8553435821 199.437309698 0.7649941572104211 207.091481694 213.035446481 222 191 23.62121614427598 2.7763454560804255 0.45884329868405127 284.0441246425599
1736.B35.0510 77379 1557 143559.82424179386 0.24571696813138655 0.0169 0.11974029027210087 0.31915880051 -0.0033743269932120976 0.7053720222159191 0.11410436387341236 0.174737331834 0.962050227453 13521 23.0850747619 432.991783425 1.4930929428268436 1612.53813271 1639.22381744 1714 1651 138.23160391807568 5.597280301740938 0.3031033963346398 442.0076027371277
550.L3S335.s.3.sequence 3145 254 1273.41484858859 0.4106313946597965 0.1078 0.1694511869819948 0.418772454715 -0.014440175011219334 0.7660906752397536 0.27096352469811646 0.118918918919 0.963490639241 374 20.0317965024 237.890436361 0.8892459397548714 259.520003343 268.032414979 282 242 31.414642959748505 4.529219742796474 0.4667315983439395 202.8784357506928
755.LSSF.ALPHA.D5.22.07.11.lane1.NoIndex.L001 40359 2259 3816.705207513612 0.35097606238769474 0.0772 0.15194109394597166 0.379346132077 -0.0018194120403964746 0.8086074920115479 0.22773727653776157 0.0305012512699 0.994266399352 1231 5.93176243217 125.138344055 1.0714479356064046 2303.16241413 2364.1013205 2479 2154 212.90699740590148 11.244652337860906 0.47325566709405237 1368.0726741015426
894.MR497.lane3.NoIndex.L003 11582 990 1996.3339726894835 0.429244755713193 0.0642 0.1722470418738027 0.436446663143 -0.003641755231758827 0.8051206840032848 0.2599955232950398 0.0856501467795 0.984271439128 992 14.8765325505 271.225488047 1.2203497096491915 1014.52282738 1046.44717856 1102 961 105.69392690273575 9.199059211768706 0.43087657143540464 408.8069694151841
1883.2007.486.Crump.Artic.LTREB.main.lane2.NoIndex 51078 5188 4264.616545366738 0.5008073427075186 0.0222 0.1982116078596432 0.422261764952 -0.0005989511376563926 0.7961153575477765 0.17465183267666323 0.0674067113043 0.991328563133 3443 9.53639531697 266.268292885 1.5449810094678942 5305.01809512 5492.24039411 5803 4805 478.45657909957265 22.955302782557958 0.3880383584719677 825.2427667344332
722.Even1.1.s.1.1.sequence 34159 87 295260.0491847099 0.10770606205442934 0.3456 0.07779049218246992 0.49506617633 -0.09359772346934793 0.8247359304881178 0.4508518884533369 0.0869756140402 0.966744045951 2971 15.1204660558 154.438099474 0.5016849640024934 87.0 87.4 88 76 8.238509546581096 0.47072436523697453 0.3814770464337236 588.9063208970396
1056.Myr.tri.Seat.24.04L12 14714 341 31257.215801276525 0.26204756092490067 0.0564 0.12292560082609405 0.381801280884 -0.014998178386101206 0.7264780284553257 0.20053402668687137 0.198110642925 0.947980311443 2915 25.635449232 397.788682609 1.1524564204907204 345.863488429 350.093926176 363 338 35.42938175328291 2.8111822574109673 0.3392970423092519 236.42401917219135
2192.H01a.Nose.63.lane6.NoIndex.L006 53330 2549 8113.96760757597 0.3358571531436668 0.0512 0.1476529297002671 0.357160729764 -0.0016610460449432542 0.7842882592345207 0.183844362100287 0.0430151884493 0.992338440616 2294 7.70485655353 157.39280771 1.1835288483995705 2607.36091966 2675.3311856 2808 2495 234.0996387008795 11.037838709082067 0.42572151600311586 1179.8592525160125
933.T.3.3.H.P.5 113912 592 1388869.313211689 0.18026036239975995 0.026 0.10990442360832409 0.146160478549 -0.009687204296655774 0.5343281705814868 0.04956364505436557 0.130276002528 0.935053618864 14840 25.3906524335 221.92577616 1.0122869707501678 604.283369635 617.949181374 646 584 50.759322100009165 1.754029802824305 0.3135923212201443 634.5374851843417
1235.sp0731 240183 213 15115847.41602445 0.08656784479157975 0.0779 0.07129921647759097 0.202810321918 -0.04174405278388921 0.605542881264348 0.11650959318386835 0.11044495239 0.939755194137 26527 21.8762360367 201.191952717 0.769228317847725 214.014088729 217.240365646 222 196 17.111738116294763 0.43461876251502685 0.3066518612539237 926.2067831697293
2229.S2.T23.EH5.Thomas.CMB.Seaweed.lane6.NoIndex.L006 51707 132 2552213.3788457094 0.12002906121762213 0.0571 0.08518197163255525 0.190152877724 -0.05628022713771293 0.5175460983730349 0.08791482315952089 0.219660780939 0.867372544045 11358 41.8724737463 289.364855869 0.8175394174986497 134.44449172 136.968930233 143 132 12.070007761149066 0.5804960389751045 0.296996931773948 326.47068968304427
1883.2011.129.Crump.Artic.LTREB.main.lane3.NoIndex 75501 3354 115225.39758830771 0.5205968618718009 0.0044 0.22727998170903696 0.197293587482 -0.000799347183182249 0.527428146643722 0.02128157059531896 0.178408233004 0.9319257819 13470 30.412842214 298.174275501 1.4923135293809224 3381.21032742 3470.57327544 3627 2536 298.52470621055755 12.206374951736949 0.30227759829772455 431.42846419526256
1883.2007.243.Crump.Artic.LTREB.main.lane2.NoIndex 49009 3275 5740.565635704859 0.4086821931228888 0.0376 0.16960768693910633 0.380606590564 -0.0011188564062747195 0.7864668297387968 0.1773254219398075 0.0374625068865 0.991869704531 1836 7.37415576731 169.771975795 1.262759296774503 3329.52345727 3417.28006693 3582 3028 303.1549064339155 14.793583378060335 0.4425972818905923 1267.2035186822386
2229.W1.T13.ES1.Thomas.CMB.Seaweed.lane5.NoIndex.L005 39909 188 485946.37464444194 0.19461735315538653 0.0853 0.10978900665827229 0.248409280048 -0.030537101882768588 0.6480998912893456 0.15388788897750438 0.144929715102 0.937626566826 5784 25.3501716405 231.916658175 0.8051412053476129 190.470650142 190.840853417 195 194 17.6509058081589 0.9410710778734849 0.33411688381752963 414.8169699654741
945.P6.F5.lane2.NoIndex.L002 49855 266 787222.7282877002 0.16604985004311412 0.0429 0.10996906649071769 0.155672352077 -0.021546563569431892 0.5320200592593131 0.0698199727512405 0.169150536556 0.912308894269 8433 32.1010931702 249.156447565 0.8982984942566724 267.047000867 270.786661261 279 218 24.498759831550917 1.1913168276209907 0.3163009244554273 394.50321172404296
550.L3S109.s.3.sequence 2244 139 1717.355958711292 0.3636446741121685 0.1326 0.16002328445276193 0.376251939625 -0.028015478813209448 0.740043916298386 0.272037573736534 0.155080213904 0.945741227945 348 24.1087344029 254.303299419 0.7944623157456693 139.297162128 141.931435969 145 101 17.88487907697556 2.934292299899206 0.45200075407074053 149.5026458811029
1883.2002.079.Crump.Artic.LTREB.main.lane1.NoIndex 3324 264 1185.2008295886621 0.4255051136135305 0.1184 0.18795629612843778 0.36560551362 -0.01245481967328191 0.7535185728440651 0.25015916187880566 0.0818291215403 0.96800065454 272 14.5607701564 173.538791163 0.7621352920886723 264.526474175 268.000679542 275 182 32.43340237757673 4.579029266697338 0.5164582260261363 268.974625278072
945.P1.D10.lane2.NoIndex.L002 44305 411 123098.66399620201 0.17718522607188691 0.0864 0.10130835714857578 0.286086794398 -0.01516020951251148 0.7053168249380574 0.1676995376569107 0.0826768987699 0.971855155374 3663 14.1045028778 171.078453165 0.8428935736952459 413.233627057 418.071041302 429 379 38.321865627350434 1.952609740464148 0.3761186978821788 669.8591699322913
1773.Thraupis.palm1.ugi 90167 249 4940934.69202617 0.22350803723182033 0.026 0.11693466169943434 0.332079479652 -0.021617951602634102 0.6121268963317928 0.11408854434050837 0.380216708996 0.845265786031 34283 42.8216531547 521.727035943 1.1880251811493812 249.400004436 250.082594451 252 248 21.73642712775471 0.8292310144506737 0.2537220437849801 269.4864550734464
755.SSFB.L3.D20.19.07.11.lane1.NoIndex.L001 32880 2130 4873.300114449024 0.38503583319901624 0.0466 0.15966488738949336 0.406583907337 -0.0018325218834192108 0.8036792659971412 0.22174562532042794 0.0597931873479 0.989933522919 1966 11.5267639903 243.897843539 1.3299367272677334 2171.4482378 2224.35895068 2335 2036 204.6993382004897 11.746641079148361 0.41706356443825077 774.6258008754224
1883.2005.218.Crump.Artic.LTREB.main.lane4.NoIndex 87597 674 37037.59913095622 0.3582752015270775 0.3135 0.15185331969226257 0.625204228875 -0.006101661926582328 0.9191736267526937 0.5900955171290961 0.0410173864402 0.995267846248 3593 5.96709932989 155.287424429 1.0414080580873273 674.444449518 675.22952696 678 669 59.1362312699339 2.277273959957252 0.40852423178998165 1462.483253529652
2229.W2.N1.5.HP1.Thomas.CMB.Seaweed.lane5.NoIndex.L005 52294 252 2160208.258711187 0.16773670508023508 0.0196 0.1052048548147747 0.162119269503 -0.023793864323614772 0.4746042556020825 0.05097523650426962 0.429800741959 0.797757814376 22476 48.8851493479 506.077503812 1.1756156442612047 253.228369946 258.314331265 265 215 23.10247473814345 1.101982276038966 0.2564978593743695 214.91406300458198
1711.KAJ4.3 12465 2410 119.78146008484784 0.6321978333149897 0.1826 0.23623085100455998 0.605700775449 -0.001066416845231301 0.9165676914913137 0.5219940138861171 0.026714801444 0.997727934245 333 3.93100681909 146.71376758 1.2155357750190472 2454.58675453 2534.70844399 2678 2144 255.44287379410468 21.585936798501773 0.5714071721945662 956.5590410573541
1883.2004.166.Crump.Artic.LTREB.main.lane1.NoIndex 29804 4857 131.86445029660482 0.620651271410097 0.2222 0.2256439787664285 0.628322099 -0.0005563511942725278 0.9328480998615434 0.5654375715137469 0.0129512817072 0.999073241019 386 2.24130989129 98.0319668394 1.2182861140424683 4922.42263494 5009.77977446 5247 4478 471.34657883138175 28.133957438169517 0.5979786077816673 2178.9475522338375
755.SSFB.L1.D30.06.07.11.lane1.NoIndex.L001 55334 3479 5315.304973519752 0.37782899601646214 0.0454 0.15776460216913346 0.397967588563 -0.0011360464153173495 0.8096230368620203 0.2115064097748533 0.0466078721943 0.993674831831 2579 7.38967000398 192.951596131 1.3339678060548161 3562.21530547 3660.10573524 3847 3404 318.46483972978393 14.789667007399347 0.4168464226015719 1125.894691630904
1736.R17.0510 61453 1398 66831.23014317417 0.2508950099396029 0.0281 0.12088698443405321 0.335983741556 -0.0037215952875949937 0.7322493133784801 0.14319686022406136 0.128162986347 0.974562346253 7876 18.1293020682 342.199066578 1.3754014860523627 1457.76350549 1480.52826326 1549 1511 126.70020503889113 5.639435409513638 0.33099692540459447 526.6573734298419
2338.0620.4.I 4404 34 99359.04456327985 0.24729098304881458 0.1482 0.12539832872737244 0.355051557408 -0.14738092602246178 0.6204852094932863 0.2399347573380227 0.354677565849 0.801533739042 1562 57.0617620345 374.93443983 0.6549846285925012 36.0004542357 35.2837098692 36 38 3.9331280051985753 0.5123364584770754 0.3269714923553494 109.78921610915853
933.T.2.1.S.E.1 131889 672 785405.3627115712 0.15514440068188373 0.0468 0.09380941236228613 0.255826937262 -0.010025476876013824 0.672170617400831 0.11701887702101202 0.101115331832 0.968214932335 13336 18.8105149027 220.694047302 1.0425284026065949 684.992904269 690.786684738 715 689 56.91400908113163 1.8503972969939992 0.32702096995211305 820.8509131486046
1748.5.18.12.R.11.D 10469 63 190554.43676395284 0.19258980988478813 0.1284 0.10317907391181169 0.394731535433 -0.09707822344426591 0.6752256751285189 0.2484584220389179 0.27003534244 0.876331552709 2827 45.8592033623 357.043736074 0.767606969082251 63.6667303528 63.7208976157 65 66 6.698232057639158 0.6157266476396983 0.3235037887365639 170.72591730546566
1034.CHB4 61737 1803 10432.346309609771 0.24807151315265352 0.1011 0.1232278077785296 0.331371681663 -0.0028294611943266833 0.7988735458689381 0.22094523156364465 0.0243452062782 0.994513111371 1503 4.70058473849 96.7724159491 0.9217211367394997 1832.63727815 1880.37246914 1961 1701 163.36316037783737 7.256429258683452 0.47261019617124916 1884.2192224070302
1674.McG.F110715Ly2H5 11935 1519 390.1949934123846 0.5395557443471518 0.1367 0.20410395055405894 0.533496917829 -0.001982546178173638 0.8805965985338934 0.41659204242329345 0.043736908253 0.995183441098 522 5.99916212819 183.519101054 1.1835891417057636 1535.36946971 1564.46599032 1635 1344 161.7090358791197 13.904217803503824 0.5080638490963709 671.2140641893861
1694.St4G12.Pmoss.Jstar.16s.NoIndex.sequences 41360 848 74069.12931322536 0.3107714083564165 0.0312 0.1405142735296917 0.305639848911 -0.005255693566099221 0.6785126569600259 0.11338918489298871 0.121155705996 0.962146644175 5011 20.4690522244 251.022608903 1.1399830762040248 866.345767304 865.768476321 899 881 79.67962949521231 4.169707465537898 0.34714478062304704 483.76258918752967
2192.H02a.Front.Door.Knob.605.lane2.NoIndex.L002 39657 452 1187450.2387369268 0.32150877063211947 0.0065 0.15947440387035428 0.118775022365 -0.00864631667665013 0.3084227325188868 0.012395339189620146 0.507602693093 0.657260066395 20130 79.6051138513 443.128034302 1.238605960335251 457.081561363 469.251364712 492 379 42.59529946078794 2.2697525158802403 0.25292589533896503 184.2074030061791
1632.E4F06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences 94668 43 34063552.48726467 0.06994648740221432 0.1272 0.06134624490814 0.272238058881 -0.24058941550269972 0.5627614824086253 0.1738891878362437 0.339935353023 0.81710745545 32181 53.7900874636 361.490015598 0.6867254555160732 43.0 43.4226502048 44 39 3.6655191717672833 0.13975483909508196 0.2586681803518951 291.5299920805819
1883.2008.254.Crump.Artic.LTREB.main.lane2.NoIndex 116594 1260 603749.0956818841 0.22819166360952559 0.014 0.13427647153066058 0.148754543987 -0.0037068217951682476 0.5603852473810724 0.042594373534576103 0.18302828619 0.943291157336 21340 28.2252946121 324.273691377 1.3245234333610825 1270.39880301 1301.29750744 1359 992 107.91626125774441 3.690051642257564 0.29090933701355287 484.362210247996
1714.McG.OPB02 11355 1391 629.2661549839927 0.4982525088873896 0.0958 0.1958446006810568 0.470586816361 -0.0022627178261206155 0.8404063707287803 0.31453220867330467 0.045178335535 0.992497263662 513 7.67943637164 161.198626737 1.0850070330355202 1426.0429041 1477.59087205 1567 1304 148.86349488189478 13.05369799190101 0.5074058407993142 643.9685518157531
1883.2011.049.Crump.Artic.LTREB.main.lane3.NoIndex 21542 2041 1395.0275287969177 0.5374354196445117 0.074 0.20678594385414373 0.490382790161 -0.0014549726854184435 0.8357653493066513 0.285678370127203 0.0361154953115 0.993377496858 778 5.96973354377 138.619851551 1.0921548549777702 2058.03443813 2077.0589623 2154 1896 204.4547114304775 13.905928560579058 0.49213085977201476 958.8300117305919
1883.2007.323.Crump.Artic.LTREB.main.lane2.NoIndex 35048 3583 3275.1723412235924 0.5071335407939574 0.0284 0.20525505895817764 0.398288710294 -0.000835439517341436 0.7763787292844053 0.16016207711392177 0.0475633417028 0.990170247035 1667 9.09609678156 182.144175969 1.3075285927221953 3658.70021314 3799.83801054 4020 3199 342.3010137312652 19.138821328740654 0.4359896927193237 940.4490748632028
550.L2S57.s.2.sequence 24748 95 754763.8696528556 0.14892821536309586 0.0833 0.09394240496679562 0.211433140796 -0.0708151922364743 0.5539420738574372 0.12192291280611905 0.239049620171 0.87363363287 5916 40.1486988848 282.077572508 0.742160723298017 95.6316044688 96.2220791362 99 94 9.291751139503706 0.6038840397036175 0.30905869849063605 243.6924207291221
1774.460.Skin.Puer 2848 63 34407.35995903736 0.31008001519619366 0.0569 0.1463114721595129 0.26019373105 -0.0678451936084577 0.48193086258668977 0.10265718530740878 0.416783707865 0.721122550025 1187 73.5252808989 408.665666066 0.8072135176218183 64.3338016626 64.6268525459 68 66 7.794455410906419 1.1805124101684816 0.32684825741580975 87.91857059597017
1696.CT0018.2 22200 430 47011.460291646334 0.256156031448899 0.0538 0.1217595427919046 0.359795725959 -0.012010676416471862 0.7182107257761532 0.17919046712740527 0.158378378378 0.956752585017 3516 24.6846846847 318.879790261 1.1065374393049614 433.307235589 439.20989982 451 409 42.8663603328361 2.8859710374203047 0.3450904662624619 319.74052140514556
864.3.CON.addV.noG.noW.A.lane2.NoIndex 38508 1464 141977.99545062354 0.4279701128214932 0.0049 0.1806260714007477 0.230017352153 -0.002342507207675251 0.4984567457486109 0.025177214759553403 0.282668536408 0.859241033923 10885 51.3711436585 384.185274708 1.4244536153984402 1492.73415206 1544.17842089 1627 1331 138.55975696951936 7.460459810200697 0.2867526676361108 249.18990242081847
990.KA1F.E.22 40726 3087 5690.008528016954 0.3943086194306723 0.0297 0.16095514511884235 0.421489645474 -0.0012538467003874695 0.8123817992129666 0.22120982054676247 0.0911702597849 0.989089245873 3713 11.0519078721 394.221612507 1.6059647372555288 3215.85575912 3331.7138308 3519 3229 290.73103153900894 15.296805724833314 0.3709470381923738 602.7369376125342
1621.Q8876 77563 1452 42108.30272036195 0.2434010091278913 0.0635 0.11870935756376932 0.348389697894 -0.003650511998305962 0.7737324262379531 0.1919961670730245 0.0660495339273 0.989155218536 5123 9.73015484187 198.710339381 1.1686993945509276 1488.9032971 1500.2637098 1561 1511 128.87644322321674 5.213619317354541 0.37441111815485456 969.2424909141604
1642.MS00531 70967 5670 1484.3923103247557 0.4046155144404746 0.0955 0.16424223104648095 0.440656994635 -0.0006683812599930101 0.8612242245400185 0.30124230879910535 0.0175715473389 0.998152764703 1247 2.99012216946 96.8468010851 1.168320031870002 5796.41753936 5968.1080896 6270 5449 507.5214945455051 21.284077694532343 0.4978154434798481 2496.415337929944
1883.2008.505.Crump.Artic.LTREB.main.lane3.NoIndex 46234 570 109521.79756420928 0.19250555572073325 0.0568 0.10741282105476568 0.270945207028 -0.010299127412749978 0.689442357657585 0.13784869394905291 0.111757581001 0.969092168331 5167 17.6190682182 227.373381039 1.0239685883030585 575.392829193 588.363218359 607 521 52.97226179954385 2.6509047378965933 0.35003625249171844 535.2825425927615
1711.KFM7.1 19656 2454 510.5469895153581 0.4936324800655124 0.1117 0.19057234609496865 0.494737852929 -0.0013203678641922928 0.87108824105021 0.36534063763680114 0.0295075295075 0.996351024765 580 5.44871794872 146.942910891 1.176685310845241 2523.46077764 2613.37301034 2768 2375 248.12520534195363 17.503584143696337 0.5224410736830207 1066.2678573085407
1747.207507.10512.fecal 31463 201 326469.7701990049 0.15670462723606216 0.0701 0.09685457269366915 0.219410369568 -0.032448525201640675 0.6069824404124623 0.12001714248496245 0.154848552268 0.929066081274 4872 27.7468772844 237.829168082 0.8262891639545321 205.309996141 211.336960015 219 202 19.311417551855563 1.1331724108353434 0.3360010152047272 364.52749858039283
2229.S1.N1.9.HE2.Thomas.CMB.Seaweed.lane6.NoIndex.L006 43115 445 274086.5864459965 0.19103552768321486 0.0332 0.1102227271954268 0.207003219766 -0.012849280031180504 0.5840965512914048 0.077091909969518 0.148277861533 0.932287085574 6393 28.0482430709 260.49749017 1.0213275241487574 458.576669574 473.50407432 498 450 41.60565502143238 2.143116676628684 0.33010872112617273 417.7406042571664
2229.S1.T25.EH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006 69268 118 5634983.862958131 0.1105483919141288 0.0581 0.08800414963455172 0.137959857219 -0.06091387121131804 0.47493967200681514 0.07383513714778885 0.260726453774 0.854117036634 18060 42.0309522435 288.635896844 0.7932339253773416 119.63638726 122.431353958 128 111 10.497285748248066 0.4483484608232454 0.27958108685775845 315.5158002525768
894.GV1894.lane2.NoIndex.L002 38467 1180 21350.411704115817 0.2812841980264523 0.0475 0.12958546481933497 0.356800083541 -0.004105679349633539 0.7589407271919071 0.1810643307100362 0.0889073751527 0.982141010461 3420 14.8282943822 252.850982575 1.219736621396115 1212.36912792 1238.00167192 1293 1211 111.67357283245322 6.016415875675613 0.37514024456157163 602.9085830269984
2229.W1.N21.ES4.Thomas.CMB.Seaweed.lane5.NoIndex.L005 65868 399 261852.67404692638 0.1518109069246475 0.0945 0.09165501123118613 0.306030607581 -0.017287642195615315 0.718855387490867 0.18362769311861915 0.0777615837736 0.973472731655 5122 14.6672132143 171.559763163 0.8402512367821485 407.494510985 413.043455576 427 411 35.87069527701975 1.5546608325435016 0.3671369687045262 805.2273548885105
550.L2S260.s.2.sequence 8808 336 22684.473347547973 0.33810847008162503 0.0295 0.15821320310270448 0.256455170624 -0.01172805368280309 0.6009620299305831 0.09545890761328925 0.278723887375 0.89907054915 2455 36.2397820163 412.680648192 1.1537654618911475 342.5034706 352.158005279 371 315 36.880399605241436 3.5801450657896665 0.3260881174654872 158.26899093063642
678.seasonal.insitu.sample.588 33452 3497 2441.471126117254 0.5002746599429587 0.0361 0.19463730262259593 0.46180681988 -0.0009059902174326877 0.8294326058054855 0.2484193952098826 0.0652576826498 0.9920865999 2183 9.83199808681 283.53711287 1.4948979036101286 3555.44735939 3643.71513417 3831 3214 335.57733543978117 19.119854730413433 0.4081399220183609 729.4061477148038
2192.H03a.Hand.1426.lane6.NoIndex.L006 62764 1356 77221.12692203028 0.2672611184170589 0.027 0.1339795689538149 0.240755461908 -0.003452255715237659 0.668522134136943 0.09089367008710172 0.0936364795105 0.972700938665 5877 17.6916703843 237.398148344 1.213655853465512 1375.98395179 1406.05706977 1467 1273 122.6562146734263 5.412580675712068 0.3541656938769035 682.9799147567621
1774.493.Skin.Puer 30471 247 378218.2000263322 0.2233629239910866 0.0388 0.11809102732882926 0.235855237415 -0.02157469448208131 0.5612735986042975 0.08547607932691886 0.2236224607 0.895743019707 6814 36.7431328148 298.224304722 0.9566346986510711 250.567684652 250.530607369 259 253 23.82674887332071 1.4149907462542524 0.3086227857454413 272.9815068926928
1883.2008.497.Crump.Artic.LTREB.main.lane3.NoIndex 37001 2581 10312.372775410046 0.4468837896688568 0.0195 0.19835061377223062 0.289016555999 -0.0012030350301750108 0.7012748240599189 0.09532769467422275 0.106186319289 0.980179037086 3929 14.4698791925 284.618616286 1.423337916251488 2632.07605097 2738.23425347 2905 2205 245.277453150944 13.417798750748428 0.36156394611489573 517.453906094307
1883.2008.334.Crump.Artic.LTREB.main.lane2.NoIndex 39183 1906 10521.28196935771 0.34288922219154094 0.0386 0.15218208810124756 0.332397522117 -0.0021528274167553056 0.7517865533594434 0.15295701508269108 0.0784268687951 0.986420599685 3073 11.4973330271 231.095269891 1.2793293658026688 1948.92831393 2011.91361234 2114 1821 180.12484055722655 9.6288418626253 0.38523088452979815 669.1561399984099
1774.10.Skin.Puer 15241 472 23810.359310338627 0.32571580697612623 0.042 0.14367452954746207 0.34301335381 -0.009227756597923995 0.6937755266602178 0.1499647395219169 0.167836756118 0.949602170935 2558 25.5691883735 315.738233253 1.117312092917081 475.807146348 480.64292918 496 448 48.9007990965735 3.8232726237532386 0.3527016661689706 270.4915390409431
2182.VHBJ0014 9090 347 8264.22160217221 0.3166447437238583 0.0769 0.13819387821963447 0.400875015455 -0.013066651981636679 0.7594708310713458 0.24271077448066647 0.155115511551 0.962512244624 1410 21.2431243124 334.075585187 1.0908640693240572 353.951259765 358.76602857 374 351 37.95969830761459 3.6395486851343457 0.3798145984971408 241.6423663724611
632.Northern.peatlands 64673 1826 31982.754070128587 0.2753656033833827 0.0378 0.13215801111993364 0.290459185784 -0.0026000620616639823 0.7236444897074487 0.12502734598840204 0.0693179533963 0.985497262579 4483 11.1592163654 189.720619919 1.1861713987229652 1879.82322606 1932.36691403 2031 1848 164.75432659494368 7.180245105917511 0.3769792560217166 876.2700183762115
1578.O3.high.16to0.2 67853 1335 79371.59046656448 0.26539872054323765 0.0315 0.1273327076046975 0.306100691012 -0.0036949861756762742 0.7245919780470595 0.137143566230633 0.127348827613 0.97625332105 8641 16.3308917808 347.554376313 1.3738579525944625 1349.88973785 1363.19223762 1408 1305 119.9090466029206 5.125033856255576 0.328696913666824 546.7365123742866
755.SSFB.L3.2.D50.21.06.11.lane1.NoIndex.L001 45014 1407 120686.62441602192 0.38482030717279836 0.0084 0.16789066610677816 0.233200859346 -0.002632234176467383 0.5488457650416925 0.037302674165197086 0.222397476341 0.915546126634 10011 35.83773937 339.055483505 1.3645615347059656 1420.83982841 1455.25839725 1515 1206 131.22123967051286 6.631630100847298 0.2993905439081054 309.78095627618023
1288.MAH09Oct05.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence 65706 1890 57988.76744057073 0.2941220146802661 0.0204 0.13756024706835634 0.293719739542 -0.0024104140896021873 0.7000957163639622 0.10360758430313967 0.121297902779 0.974098252485 7970 18.438194381 306.561327273 1.3891361265125497 1913.0081714 1955.00650578 2034 1731 170.28840498921448 7.373255602704572 0.33317528162802734 562.7806558954223
1034.ZKH3 38417 612 15793.7306542366 0.3360557219063145 0.1999 0.14137831327629957 0.553813322363 -0.007236408580721146 0.8823203759025778 0.4690873502676589 0.0589062133951 0.991827499307 2263 8.6758466304 203.085051702 1.0643270857638114 615.333420103 615.083158942 623 618 57.880373276608466 3.122408340430797 0.41155983708593574 827.9924846104901
1696.CT0006.2 29382 491 21690.660426451646 0.24605559556020973 0.1419 0.11801768263012069 0.404180705008 -0.010860159908088175 0.8038326252228546 0.295114168809651 0.0626574092982 0.98565197684 1841 10.5370635083 156.973153633 0.8652381652168388 497.571652234 499.071220436 514 499 47.62766817639589 2.86444715751721 0.4177180836505883 718.4452776688106
1736.R17.0811b 56638 1563 47935.44456595912 0.278680359012097 0.0267 0.12892258368189113 0.340726200498 -0.0031160021949364837 0.7307793669462949 0.1375248743849815 0.103976129101 0.976019069722 5889 18.8601292419 292.16694477 1.331278066064307 1625.67845219 1644.21806878 1729 1677 142.72092990492317 6.567574734234547 0.34928686607015025 606.7235915399964
945.P1.A8.lane2.NoIndex.L002 25477 394 152896.41247852653 0.3087749937031814 0.0267 0.13753017663074285 0.329349414192 -0.011565254827604253 0.6200550622799865 0.1009596822053955 0.231934686188 0.904887024675 5909 39.9065824077 353.300823292 1.121081368695339 396.030848944 398.105579779 406 386 38.736265842088116 2.4684371747733183 0.31056234537958244 251.28627157439345
755.LSSF.BETA.D15.14.07.11.lane1.NoIndex.L001 44403 2236 9323.55796804777 0.35056758398630306 0.0406 0.15293162897024204 0.3525939862 -0.0018257554481847125 0.7671051318435502 0.16555692659633073 0.0521586379299 0.988983756303 2316 9.95428236831 187.011454609 1.2242082597979198 2273.50904146 2336.42045836 2445 2075 208.85776892800092 10.611227911138835 0.41633996307144766 955.8789614470803
